channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category
KT알파쇼핑	20260706	18:39	19:43	64	비버리힐즈폴로클럽_티셔츠(SS) 	비버리힐즈폴로클럽	비버리힐즈폴로클럽_티셔츠(SS) 	단순	18:39	19:43	64	58184400	의류	패션의류
공영쇼핑	20260706	18:40	19:40	60	강병원 갈비탕 700g x 10팩	강병원	강병원 갈비탕 700g x 10팩	복합	18:40	19:40	60	79466100		식품
홈앤쇼핑	20260706	18:40	19:35	55	디마떼오 피자 4종/20팩(감자베이컨,디아볼라,고르곤졸라,바질콤비네이션)	디마떼오	디마떼오 피자 4종/20팩(감자베이컨,디아볼라,고르곤졸라,바질콤비네이션)	단순	18:40	19:35	55	157365600	일반식품	식품
현대홈쇼핑	20260706	19:30	20:46	76	[추가구성 : 오메가3 2박스]관절엔 콘드로이친 1200 12개월분(900mgX60정X12박스)	관절엔 콘드로이친	[추가구성 : 오메가3 2박스]관절엔 콘드로이친 1200 12개월분(900mgX60정X12박스)	단순	19:30	20:46	76	242026000	건강식품	식품
NS홈쇼핑	20260706	19:30	20:36	66	상황버섯쌀	유기농	상황버섯쌀	단순	19:30	20:36	66	116009000	건강식품	식품
SK스토아	20260706	19:31	20:31	60	첫날부터 암보험 (신세계상품권)	첫날부터	첫날부터 암보험 (신세계상품권)	단순	19:31	20:31	60	0	보험	도서
쇼핑엔티	20260706	19:33	20:33	60	(50프로 세일) 블라우풍트 스마트워치+톰슨 무선이어폰 	블라우풍트	(50프로 세일) 블라우풍트 스마트워치+톰슨 무선이어폰 	단순	19:33	20:33	60	54080460	가전	디지털/가전
롯데홈쇼핑	20260706	19:35	20:45	70	[EOA] ★최초공개★ §장나라패키지§ EOA 풀쎄라 프로 기기 1대 + 부스팅젤 200ml * 2 + 마스크팩 1박스 (4매입) + (포토리뷰) 젤 한 통 더!	EOA	[EOA] ★최초공개★ §장나라패키지§ EOA 풀쎄라 프로 기기 1대 + 부스팅젤 200ml * 2 + 마스크팩 1박스 (4매입) + (포토리뷰) 젤 한 통 더!	단순	19:35	20:45	70	211798000	미용	화장품/미용
신세계쇼핑	20260706	19:35	20:36	61	26SS] 르까프 남성 에브리데이 조거팬츠 4종세트	26SS]	26SS] 르까프 남성 에브리데이 조거팬츠 4종세트	단순	19:35	20:36	61	143679900	의류	패션의류
GS홈쇼핑	20260706	19:35	20:45	70	뉴트리코어 하이퍼셀 코엔자임Q10 맥스 12박스+6박스 더(방송에서만) 총 18박스(18개월분)	뉴트리코어	뉴트리코어 하이퍼셀 코엔자임Q10 맥스 12박스+6박스 더(방송에서만) 총 18박스(18개월분)	단순	19:35	20:45	70	344850000	건강식품	식품
CJ온스타일	20260706	19:35	21:45	130	[4인조풀세트/이가격단한번] 프랑스직수입 베르사유 컬렉션 총 22P	라로쉐	[4인조풀세트/이가격단한번] 프랑스직수입 베르사유 컬렉션 총 22P	단순	19:35	21:45	130	523765000	리빙/주방	생활/건강
홈앤쇼핑	20260706	19:35	20:45	70	(방송에서만세트구매가능)드모아 에어웹 플러스 필로우 베개 총 3세트	드모아	(방송에서만세트구매가능)드모아 에어웹 플러스 필로우 베개 총 3세트	단순	19:35	20:45	70	145665000	리빙/주방	가구/인테리어
KT알파쇼핑	20260706	19:39	20:42	63	블랑로더_립타투	블랑로더	블랑로더_립타투	단순	19:39	20:42	63	106392000	미용	화장품/미용
공영쇼핑	20260706	19:40	20:40	60	[제주양투어] 제주여행 3박4일	제주여행	[제주양투어] 제주여행 3박4일	단순	19:40	20:40	60	0	일반식품	여가/생활편의
SK스토아	20260706	20:31	21:31	60	26SS 라코스테 올메쉬 쿨링 드로즈 7종 패키지	라코스테	26SS 라코스테 올메쉬 쿨링 드로즈 7종 패키지	단순	20:31	21:31	60	149706900	언더웨어	패션의류
쇼핑엔티	20260706	20:33	21:33	60	26SS 란체티 냉감 카라티 3종	란체티	26SS 란체티 냉감 카라티 3종	단순	20:33	21:33	60	76375200	의류	패션의류
NS홈쇼핑	20260706	20:35	21:42	67	두뇌엔닥터PS	두뇌엔	두뇌엔닥터PS	단순	20:35	21:42	67	231000000	건강식품	식품
신세계쇼핑	20260706	20:35	21:37	62	[최다구성] 비오진 멜라리셋 톤업 선크림 50ml*5개+리프팅 크림 25ml*2	비오진	[최다구성] 비오진 멜라리셋 톤업 선크림 50ml*5개+리프팅 크림 25ml*2	단순	20:35	21:37	62	163775200	미용	화장품/미용
KT알파쇼핑	20260706	20:39	21:43	64	마디에데_패치	마디에데_패치	마디에데_패치	복합	20:39	21:43	64	67261800		생활/건강
공영쇼핑	20260706	20:40	21:45	65	[라꾸라꾸골드] 접이식 이동형 침대_온도조절가능	라꾸라꾸	[라꾸라꾸골드] 접이식 이동형 침대_온도조절가능	단순	20:40	21:45	65	222391000	리빙/주방	가구/인테리어
현대홈쇼핑	20260706	20:45	21:46	61	DB손해보험 나에게맞춘플러스간편건강보험	DB손해보험	DB손해보험 나에게맞춘플러스간편건강보험	단순	20:45	21:46	61	1309350000	보험	여가/생활편의
홈앤쇼핑	20260706	20:45	21:45	60	[1++ 한우] 이재훈셰프 구이세트 8팩(팩당 150g)	이재훈셰프	[1++ 한우] 이재훈셰프 구이세트 8팩(팩당 150g)	단순	20:45	21:45	60	290406400	일반식품	식품
롯데홈쇼핑	20260706	20:45	21:45	60	[에어룸] ♡방송에서만 풀세트♡[LK]냉감패드2장+냉감베개2개+냉감베개커버2장+냉감이불1장	에어룸	[에어룸] ♡방송에서만 풀세트♡[LK]냉감패드2장+냉감베개2개+냉감베개커버2장+냉감이불1장	단순	20:45	21:45	60	225461100	리빙/주방	가구/인테리어
GS홈쇼핑	20260706	20:45	21:45	60	보넬드 당근주스 (100% 착즙 / 무설탕) 1L 큰병이 무려 12병	보넬드	보넬드 당근주스 (100% 착즙 / 무설탕) 1L 큰병이 무려 12병	단순	20:45	21:45	60	376596000	건강식품	식품
SK스토아	20260706	21:31	22:31	60	참좋은운전자 한문철변호사플랜(페이환급)(날개없는선풍기)	참좋은운전자	참좋은운전자 한문철변호사플랜(페이환급)(날개없는선풍기)	단순	21:31	22:31	60	0	가전	여가/생활편의
쇼핑엔티	20260706	21:33	22:34	61	[상담예약]바디프랜드NEW팔콘	바디프랜드	[상담예약]바디프랜드NEW팔콘	단순	21:33	22:34	61	0	일반렌탈	여가/생활편의
신세계쇼핑	20260706	21:36	22:37	61	[시공] 한샘 인테리어 상담예약 (26SS)	한샘	[시공] 한샘 인테리어 상담예약 (26SS)	단순	21:36	22:37	61	0	일반렌탈	가구/인테리어
KT알파쇼핑	20260706	21:39	22:43	64	DB손해보험_종합건강보험(간병플랜)	DB손해보험	DB손해보험_종합건강보험(간병플랜)	단순	21:39	22:43	64	0	보험	여가/생활편의
NS홈쇼핑	20260706	21:40	22:47	67	한일무선폴딩팬	한일무선폴딩팬	한일무선폴딩팬	복합	21:40	22:47	67	81352000		디지털/가전
현대홈쇼핑	20260706	21:45	22:56	71	[방송에서만] 달바 화이트 트러플 엑소세럼 현대단독패키지 	달바	[방송에서만] 달바 화이트 트러플 엑소세럼 현대단독패키지 	단순	21:45	22:56	71	144933200	미용	화장품/미용
공영쇼핑	20260706	21:45	22:50	65	해남 땅끝마을 포기김치9kg+총각김치2kg+보리열무김치1kg(총12kg)	해남	해남 땅끝마을 포기김치9kg+총각김치2kg+보리열무김치1kg(총12kg)	단순	21:45	22:50	65	114720100	일반식품	식품
CJ온스타일	20260706	21:45	22:55	70	[LIVE]라이나 생명 새로담는 간편건강보험	라이나생명	[LIVE]라이나 생명 새로담는 간편건강보험	단순	21:45	22:55	70	0	보험	여가/생활편의
홈앤쇼핑	20260706	21:45	22:55	70	[방송에서만] 수려한 효 녹용 기초세트 썸머바캉스패키지 (녹용6+화윤6종+보스턴백1)	수려한	[방송에서만] 수려한 효 녹용 기초세트 썸머바캉스패키지 (녹용6+화윤6종+보스턴백1)	단순	21:45	22:55	70	97944000	미용	화장품/미용
GS홈쇼핑	20260706	21:45	22:55	70	[방송 중에만 상담예약 가능] (무)우리WON하는실속하나로암보험	(무)우리WON하는실속하나로암보험	[방송 중에만 상담예약 가능] (무)우리WON하는실속하나로암보험	단순	21:45	22:55	70	0	보험	
롯데홈쇼핑	20260706	21:45	22:55	70	[베라왕] (vw536) 벨라 선글라스+가방	베라왕	[베라왕] (vw536) 벨라 선글라스+가방	단순	21:45	22:55	70	438075000	잡화/주얼리	패션의류
SK스토아	20260706	22:31	23:31	60	(100만 세일)이태리 슈렁큰 통가죽소파 3인용	엠베스트	(100만 세일)이태리 슈렁큰 통가죽소파 3인용	단순	22:31	23:31	60	199196000	리빙/주방	가구/인테리어
쇼핑엔티	20260706	22:33	23:33	60	라이나생명 (무)새로담는간편건강보험(해약환급금미지급형_갱신형)	라이나생명	라이나생명 (무)새로담는간편건강보험(해약환급금미지급형_갱신형)	단순	22:33	23:33	60	0	보험	여가/생활편의
신세계쇼핑	20260706	22:36	23:37	61	송월 시그니처 더블 스트라이프 코튼 타월 10장+10장 세트	트라이	송월 시그니처 더블 스트라이프 코튼 타월 10장 10장 세트	복합	22:36	23:37	61	71963000	언더웨어	생활/건강
신세계쇼핑	20260706	22:36	23:37	61	송월 시그니처 더블 스트라이프 코튼 타월 10장+10장 세트	이젠벅	26년 남성 네파 이젠벅 썸머 트레킹 슈즈	복합	22:36	23:37	61	0	의류	스포츠/레저
신세계쇼핑	20260706	22:36	23:37	61	26년] 남성 네파 이젠벅 썸머 트레킹 슈즈	트라이	송월 시그니처 더블 스트라이프 코튼 타월 10장 10장 세트	복합	22:36	23:37	61	21948000	언더웨어	생활/건강
신세계쇼핑	20260706	22:36	23:37	61	26년] 남성 네파 이젠벅 썸머 트레킹 슈즈	이젠벅	26년 남성 네파 이젠벅 썸머 트레킹 슈즈	복합	22:36	23:37	61	0	의류	스포츠/레저
KT알파쇼핑	20260706	22:39	23:42	63	코웨이_정수기(렌탈)	코웨이	코웨이_정수기(렌탈)	단순	22:39	23:42	63	0	일반렌탈	여가/생활편의
NS홈쇼핑	20260706	22:45	23:57	72	쿠쿠정수기	쿠쿠	쿠쿠정수기	단순	22:45	23:57	72	0	일반렌탈	여가/생활편의
공영쇼핑	20260706	22:50	23:50	60	♡방송특가♡  [K] 아라벨르 시어서커 이불 3장세트	라벨르	♡방송특가♡  [K] 아라벨르 시어서커 이불 3장세트	단순	22:50	23:50	60	88097700	의류	가구/인테리어
현대홈쇼핑	20260706	22:55	23:56	61	[26최신상] 베네통 베네쿨라이트 경량 브라팬티4세트(8종) 	베네통	[26최신상] 베네통 베네쿨라이트 경량 브라팬티4세트(8종) 	단순	22:55	23:56	61	151332300	언더웨어	패션의류
홈앤쇼핑	20260706	22:55	23:55	60	[휠라][정품] 26SS 남여공용  에센셜  기능성 7부 팬츠 3종	휠라	[휠라][정품] 26SS 남여공용  에센셜  기능성 7부 팬츠 3종	단순	22:55	23:55	60	123373500	언더웨어	패션의류
CJ온스타일	20260706	22:55	23:55	60	[11년 연속 CJ 1등] 에이지투웨니스 최신상 다이아물광샷 (혼입구성/기본/본품2+리필3+메쉬백1)	AGE20'S	[11년 연속 CJ 1등] 에이지투웨니스 최신상 다이아물광샷 (혼입구성/기본/본품2+리필3+메쉬백1)	단순	22:55	23:55	60	62847000	미용	화장품/미용
GS홈쇼핑	20260706	22:55	23:55	60	제메이스 24K 뉴클래식반지세트+순금뉴클래식반지+파베쌍반지+순금클로버3종+14K금볼천연석팔찌+뱅글팔찌	제메이스	제메이스 24K 뉴클래식반지세트+순금뉴클래식반지+파베쌍반지+순금클로버3종+14K금볼천연석팔찌+뱅글팔찌	단순	22:55	23:55	60	546495000	잡화/주얼리	패션잡화
롯데홈쇼핑	20260706	22:55	23:55	60	[메이크업 풀패키지]디어달리아 물광팩 PDRN BB크림 40ml*4통+BB크림 20ml+아이팔레트+립스틱(2종)+키링 파우치+[포토리뷰시] BB크림 40ml 1통 더!	디어달리아	[메이크업 풀패키지]디어달리아 물광팩 PDRN BB크림 40ml*4통+BB크림 20ml+아이팔레트+립스틱(2종)+키링 파우치+[포토리뷰시] BB크림 40ml 1통 더!	단순	22:55	23:55	60	84185000	미용	화장품/미용
SK스토아	20260706	23:31	00:00	29	[40L 방송에서만 50％ 세일] 김지희 작가 에디션 MC-40C1 + 보석함	엠베스트	[40L 방송에서만 50％ 세일] 김지희 작가 에디션 MC-40C1 + 보석함	단순	23:31	00:00	29	31355000	보험	여가/생활편의
SK스토아	20260706	23:31	00:00	29	방송중에만1종 더! 썸머 인견 블라우스 2종	엠베스트	방송중에만1종 더! 썸머 인견 블라우스 2종	단순	23:31	00:00	29	12574800	보험	여가/생활편의
쇼핑엔티	20260706	23:32	00:33	61	[방송에서만 바디타월] 하라즈 결고운 때필링 대용량 6개+ 실리콘바디타월	하라즈	[방송에서만 바디타월] 하라즈 결고운 때필링 대용량 6개+ 실리콘바디타월	단순	23:32	00:33	61	21389400	리빙/주방	디지털/가전
신세계쇼핑	20260706	23:37	00:00	23	[단독! 본품최다!] 닥터3 블랙 펩타이드 세럼카라 6ml X 5개 	닥터3	[단독! 본품최다!] 닥터3 블랙 펩타이드 세럼카라 6ml X 5개 	단순	23:37	00:00	23	29213200	미용	화장품/미용
KT알파쇼핑	20260706	23:39	00:43	64	핏테라_무릎보호대	핏테라	핏테라_무릎보호대	단순	23:39	00:43	64	45823200	리빙/주방	생활/건강
공영쇼핑	20260706	23:50	01:00	70	습기제로 제습제 40개	습기제로	습기제로 제습제 40개	단순	23:50	01:00	70	72810600	리빙/주방	생활/건강
롯데홈쇼핑	20260706	23:55	01:00	65	[캐롤프랑크] ★전체매진 ★ 캐롤프랑크 앰플 클렌저 이찬석 패키지 (150ml * 4통 + (리뷰시) 1통 더! )	캐롤프랑크	[캐롤프랑크] ★전체매진 ★ 캐롤프랑크 앰플 클렌저 이찬석 패키지 (150ml * 4통 + (리뷰시) 1통 더! )	단순	23:55	01:00	65	112600000	미용	화장품/미용
CJ온스타일	20260706	23:55	01:00	65	1. 수정픽 최다구성 GNC 비피도 핏 다이어트 유산균 8+2박스	동원GNC	1. 수정픽 최다구성 GNC 비피도 핏 다이어트 유산균 8+2박스	단순	23:55	01:00	65	96463000	건강식품	식품
현대홈쇼핑	20260706	23:55	01:00	65	[이지듀] 기미X톤업X썬 강력효과 NEW 멜라토닝 스킨핏 톤업 토탈크림 인기패키지	이지듀	[이지듀] 기미X톤업X썬 강력효과 NEW 멜라토닝 스킨핏 톤업 토탈크림 인기패키지	단순	23:55	01:00	65	54964600	미용	화장품/미용
GS홈쇼핑	20260706	23:55	01:00	65	GS단독 엑소프록실 시카 엑소조메소드 맥스100 40ml	엑소프록실	GS단독 엑소프록실 시카 엑소조메소드 맥스100 40ml	단순	23:55	01:00	65	134939000	미용	화장품/미용
홈앤쇼핑	20260706	23:55	01:00	65	[앱10%할인] 맥스클리닉 더블트러플 오일폼 썸머한정패키지 (오일폼 110g x 9 + 여행용 파우치 10매 + 무료체험 2매)	맥스클리닉	[앱10%할인] 맥스클리닉 더블트러플 오일폼 썸머한정패키지 (오일폼 110g x 9 + 여행용 파우치 10매 + 무료체험 2매)	단순	23:55	01:00	65	34981600	미용	화장품/미용
NS홈쇼핑	20260706	23:55	01:01	66	렌터카샵	렌터카샵	렌터카샵	복합	23:55	01:01	66	0		여가/생활편의
